OrderID,CustomerID,ManagerID,Quantity,Price,Freight,OrderDate,ShippedDate
841,ZW33,man96,67,59.69,12.59,2017-08-24,2017-10-05
842,MO42,man11,22,32.96,13.98,2017-08-05,2017-09-30
843,TO63,man95,49,36.22,22.65,2017-08-07,2017-10-06
844,VG18,man45,97,25.76,16.56,2017-07-22,2017-09-29
845,TJ92,man42,21,50.41,12.89,2017-09-17,2017-09-26
846,FQ05,man22,76,95.88,11.16,2017-09-04,2017-10-06
847,DL70,man47,54,74.08,28.56,2017-09-17,2017-09-21
848,QK19,man38,98,96.47,24.21,2017-08-09,2017-10-12
849,TH50,man69,46,47.07,14.76,2017-09-05,2017-10-03
850,BR40,man96,91,22.29,29.59,2017-08-22,2017-10-05
851,YS20,man58,14,75.75,29.02,2017-08-23,2017-10-20
852,VT75,man89,9,97.34,14.66,2017-07-27,2017-10-18
853,RU51,man30,50,80.07,22.6,2017-09-04,2017-10-19
854,JE25,man87,71,85.89,22.36,2017-07-30,2017-09-27
855,FE00,man10,31,62.05,13.94,2017-08-11,2017-10-18
856,MT80,man84,72,56.99,11.45,2017-08-31,2017-09-30
857,GV97,man71,91,46.88,13.65,2017-08-29,2017-10-02
858,VM08,man03,100,36.82,19.71,2017-08-24,2017-10-04
859,TI62,man74,95,95.28,20.18,2017-09-06,2017-10-19
860,PD07,man64,42,86.36,15.33,2017-09-19,2017-10-14
861,JJ48,man71,47,81.57,14.13,2017-09-11,2017-09-21
862,EY65,man33,23,49.17,11.51,2017-07-28,2017-09-22
863,LK05,man54,43,63.36,22.17,2017-07-30,2017-09-26
864,YN37,man00,8,44.55,18.65,2017-07-31,2017-10-11
865,TN93,man73,18,57.71,20.03,2017-08-17,2017-09-26
866,QS74,man02,78,73.3,29.72,2017-08-03,2017-09-21
867,XW92,man20,17,60.77,17.75,2017-08-15,2017-10-19
868,BU18,man61,56,21.86,23.98,2017-08-31,2017-09-29
869,ZM59,man41,60,93.42,29.7,2017-07-27,2017-10-07
870,GI96,man42,81,47.27,29.77,2017-07-29,2017-09-29
871,IE68,man38,41,64.34,26.37,2017-08-18,2017-10-14
872,IY88,man77,59,47.63,17.35,2017-07-24,2017-10-10
873,BV55,man88,14,70.97,10.47,2017-08-02,2017-10-03
874,LV35,man87,61,71.53,28.41,2017-08-26,2017-09-25
875,ZD67,man99,32,47.26,19.89,2017-08-30,2017-10-15
876,GR38,man15,90,92.46,24.65,2017-08-06,2017-10-01
877,OT12,man00,86,58.64,15.13,2017-08-13,2017-10-19
878,LA04,man81,84,94.03,17.27,2017-08-31,2017-09-28
879,YA18,man78,85,77.05,29.84,2017-08-30,2017-09-23
880,GT37,man45,67,23.63,19.93,2017-08-11,2017-09-28
881,SC79,man38,71,94.84,12.97,2017-09-03,2017-10-18
882,OE04,man02,96,37.11,11.27,2017-08-23,2017-10-11
883,WB03,man28,35,60.02,13.3,2017-08-31,2017-10-20
884,YY17,man42,66,47.64,11.07,2017-08-02,2017-09-25
885,CZ31,man22,63,34.0,26.31,2017-08-11,2017-09-26
886,SP64,man74,29,30.51,13.99,2017-09-06,2017-10-18
887,JC88,man81,16,87.72,27.53,2017-08-26,2017-10-17
888,FP80,man39,30,82.12,24.73,2017-08-28,2017-09-24
889,UF53,man37,64,41.3,25.88,2017-08-17,2017-09-29
890,HX69,man78,45,69.27,13.53,2017-09-01,2017-09-25
891,WG81,man66,73,55.99,10.08,2017-08-13,2017-09-24
892,DV09,man79,5,72.99,26.3,2017-07-23,2017-09-27
893,UM98,man68,84,38.77,12.24,2017-08-31,2017-10-01
894,FE02,man68,44,70.91,12.04,2017-07-27,2017-10-15
895,LF18,man55,20,58.71,11.96,2017-08-13,2017-10-08
896,UD47,man11,87,32.91,21.19,2017-09-17,2017-09-21
897,KY79,man49,12,62.84,20.21,2017-09-17,2017-10-11
898,EM36,man47,8,86.65,20.19,2017-09-10,2017-09-27
899,DL18,man24,46,94.95,11.51,2017-09-05,2017-10-11
900,SF88,man36,65,58.77,24.09,2017-08-05,2017-10-14
901,XK93,man59,52,47.47,27.71,2017-08-14,2017-09-26
902,UU07,man76,26,50.62,12.16,2017-07-30,2017-10-14
903,WR49,man79,62,53.72,20.75,2017-09-16,2017-09-26
904,VO79,man71,62,65.67,20.92,2017-09-15,2017-10-07
905,HX48,man92,53,89.83,22.85,2017-08-25,2017-10-13
906,NF73,man03,89,73.03,28.92,2017-08-14,2017-10-15
907,FS24,man63,41,80.63,26.08,2017-08-31,2017-10-07
908,CF42,man79,71,55.73,16.42,2017-08-31,2017-10-01
909,RG01,man25,40,24.38,28.41,2017-08-20,2017-10-14
910,SD12,man32,2,80.05,23.98,2017-09-10,2017-10-18
911,KD34,man87,11,22.64,26.49,2017-09-09,2017-10-18
912,XC77,man24,17,37.77,13.46,2017-09-13,2017-09-29
913,LO73,man90,18,28.35,12.42,2017-08-24,2017-10-12
914,OM58,man42,93,75.83,28.23,2017-08-26,2017-10-19
915,DI48,man87,52,86.55,21.93,2017-08-12,2017-10-05
916,QP20,man87,44,58.52,18.39,2017-08-18,2017-09-21
917,OA73,man90,80,45.56,14.31,2017-07-23,2017-09-25
918,GA68,man95,33,28.32,18.32,2017-08-03,2017-09-23
919,WV80,man57,31,78.11,14.85,2017-08-03,2017-10-13
920,RF81,man22,28,73.59,14.3,2017-09-12,2017-10-10
921,NW01,man55,35,68.59,29.28,2017-07-30,2017-10-13
922,IU80,man83,63,25.8,13.33,2017-08-19,2017-10-14
923,XJ94,man47,23,82.95,22.73,2017-08-30,2017-09-26
924,BP80,man17,10,77.06,16.35,2017-08-12,2017-10-16
925,BU69,man82,20,77.58,12.65,2017-07-25,2017-10-07
926,DO95,man49,77,38.1,19.23,2017-09-10,2017-09-25
927,PK49,man01,95,100.0,21.07,2017-09-18,2017-09-27
928,ET28,man26,27,48.88,19.43,2017-09-03,2017-09-30
929,XA53,man21,2,37.07,27.66,2017-07-28,2017-10-17
930,PF76,man42,61,32.49,27.74,2017-07-24,2017-10-16
931,GH84,man82,7,81.15,17.34,2017-09-12,2017-10-08
932,PT09,man58,72,72.14,14.67,2017-09-10,2017-10-18
933,NQ69,man99,9,32.84,11.72,2017-08-07,2017-10-10
934,TP79,man07,18,37.65,23.23,2017-09-11,2017-10-15
935,MI22,man29,22,36.15,28.74,2017-08-19,2017-09-21
936,GC91,man65,65,83.42,15.38,2017-07-25,2017-10-09
937,OF30,man14,30,69.74,29.82,2017-09-09,2017-10-13
938,MM43,man82,13,33.66,17.92,2017-08-30,2017-09-29
939,PB66,man88,71,51.11,25.76,2017-08-07,2017-10-06
940,CC05,man44,97,80.28,25.59,2017-08-05,2017-10-06
941,IT74,man93,14,76.63,25.97,2017-08-21,2017-10-02
942,HX75,man20,35,60.95,15.85,2017-09-17,2017-10-17
943,WF63,man54,89,24.86,15.15,2017-08-20,2017-09-28
944,MV25,man22,65,50.21,28.91,2017-08-22,2017-10-09
945,HG98,man09,91,80.19,14.16,2017-09-04,2017-10-08
946,QW09,man26,32,43.38,15.64,2017-08-30,2017-10-06
947,BY36,man46,95,48.67,20.97,2017-09-13,2017-10-16
948,TX34,man71,24,91.22,15.99,2017-09-17,2017-10-04
949,BZ84,man96,7,49.06,18.53,2017-08-21,2017-10-20
950,VE18,man89,8,72.81,26.88,2017-08-30,2017-10-15
951,PU63,man08,100,55.97,21.18,2017-08-30,2017-10-15
952,LU92,man06,5,50.23,16.53,2017-08-03,2017-09-22
953,FS55,man60,94,64.07,15.54,2017-09-20,2017-10-18
954,TX31,man90,89,37.32,14.39,2017-09-17,2017-10-20
955,XV98,man77,43,32.13,14.65,2017-08-11,2017-09-22
956,BL26,man48,100,91.1,28.1,2017-08-10,2017-10-20
957,JO99,man48,8,64.09,13.69,2017-07-25,2017-10-03
958,YT48,man18,67,58.79,27.39,2017-08-26,2017-09-23
959,HX48,man35,85,49.77,28.59,2017-08-04,2017-09-21
960,NL04,man25,22,34.28,18.49,2017-09-01,2017-10-14
961,GH11,man54,16,80.61,17.74,2017-08-20,2017-10-18
962,OC51,man32,96,59.79,27.25,2017-08-09,2017-10-09
963,WE54,man47,57,69.41,14.45,2017-08-28,2017-10-08
964,GN05,man67,19,37.33,21.16,2017-09-15,2017-10-08
965,WG52,man04,86,50.32,12.83,2017-08-17,2017-10-09
966,EL86,man09,93,61.91,21.47,2017-08-29,2017-10-06
967,WM38,man88,73,85.98,27.54,2017-09-02,2017-10-12
968,ZM01,man87,71,83.64,19.54,2017-09-06,2017-10-08
969,LJ40,man73,17,47.84,10.17,2017-08-28,2017-10-19
970,GH41,man83,34,98.31,28.19,2017-08-06,2017-10-17
971,ES49,man60,96,94.93,27.35,2017-07-29,2017-10-06
972,NU37,man67,6,31.87,24.35,2017-07-22,2017-09-20
973,QH71,man82,94,46.55,28.92,2017-09-19,2017-10-15
974,MV92,man41,64,58.6,17.28,2017-09-07,2017-10-08
975,AW70,man65,10,80.37,20.86,2017-09-19,2017-10-12
976,VU37,man38,61,47.89,10.98,2017-09-13,2017-09-20
977,NM48,man55,73,98.06,19.59,2017-08-09,2017-10-16
978,QU65,man34,77,85.85,25.33,2017-08-06,2017-10-19
979,BI67,man69,89,65.07,16.18,2017-09-14,2017-09-27
980,GY14,man89,78,43.56,18.24,2017-08-16,2017-10-02
981,XC44,man42,56,62.01,11.57,2017-07-22,2017-10-06
982,SX28,man04,17,58.65,14.94,2017-09-04,2017-10-02
983,RT07,man36,75,20.01,22.22,2017-08-01,2017-10-11
984,FW89,man21,50,64.4,20.89,2017-08-14,2017-09-28
985,JA74,man98,48,95.98,12.17,2017-08-17,2017-10-01
986,GI46,man53,23,70.32,14.62,2017-07-27,2017-09-23
987,QV04,man56,46,61.23,27.16,2017-07-31,2017-10-06
988,KC27,man72,62,58.55,18.29,2017-09-19,2017-10-10
989,IT96,man78,32,82.75,15.01,2017-08-31,2017-09-21
990,KU20,man43,62,21.55,14.83,2017-08-25,2017-10-05
991,IJ50,man61,13,29.32,21.51,2017-09-02,2017-10-05
992,PF60,man09,53,55.29,10.56,2017-07-22,2017-10-05
993,AH99,man11,95,29.6,22.84,2017-09-16,2017-09-27
994,UG63,man88,72,71.87,27.34,2017-09-02,2017-10-16
995,AH38,man11,20,26.9,24.24,2017-08-27,2017-10-03
996,HQ06,man66,43,53.21,26.39,2017-08-10,2017-10-03
997,GN44,man63,15,41.26,10.23,2017-07-27,2017-09-30
998,VN03,man55,32,74.13,20.66,2017-07-24,2017-10-20
999,RV61,man28,71,21.79,23.85,2017-09-09,2017-10-11
1000,HR39,man32,51,88.5,21.43,2017-08-23,2017-10-05
